DATE,BITCOIN,RIPPLE,ETHEREUM,BITCOIN-CASH,EOS,TETHER,LITECOIN,STELLAR,TRON,BITCOIN-SV,CARDANO,BINANCE-COIN,IOTA,MONERO,DASH,NEM,NEO,ETHEREUM-CLASSIC,MAKER,USD-COIN,ZCASH,WAVES,TEZOS,DOGECOIN,VECHAIN,TRUEUSD,ONTOLOGY,BITCOIN-GOLD,QTUM,ZILLIQA,OMISEGO,0X,CHAINLINK,BASIC-ATTENTION-TOKEN,DECRED,AUGUR,PAXOS-STANDARD-TOKEN,LISK,HOLO,NANO,BITCOIN-DIAMOND,BYTECOIN-BCN,REVAIN,STEEM,ICON,DIGIBYTE,BITSHARES,VERGE,SIACOIN,AETERNITY,STRATIS,GEMINI-DOLLAR,PUNDI-X,BYTOM,IOSTOKEN,KOMODO,DAI,STATUS,POPULOUS,GOLEM,ODEM,FACTOM,ELECTRONEUM,LOOPRING,PAYPIE,CRYPTONEX,REPO,MAIDSAFECOIN,ARDOR,HUOBI-TOKEN,INSIGHT-CHAIN,HYPERCASH,AURORA,MIXIN,WALTONCHAIN,ARK,PIVX,PROJECT-PAI,DECENTRALAND,REDDCOIN,THETA,LINKEY,DIGIXDAO,AION,POWER-LEDGER,KUCOIN-SHARES,TENX,BUGGYRA-COIN-ZERO,DENTACOIN,RAVENCOIN,MONACOIN,CRYPTO-COM,POLYMATH-NETWORK,STASIS-EURS,WANCHAIN,BANCOR,WAX,GXCHAIN,ELASTOS,ZCOIN
"Jul 04, 2019",11215.44,0.388719,284.52,401.69,5.75,0.999929,119.98,0.099725,0.031404,196.28,0.077774,32.89,0.388994,87.82,155.27,0.089587,17.1,7.76,630.98,0.999386,101.2,1.83,1.21,0.003229,0.007321,1,1.38,26.94,4.82,0.015788,2.31,0.289538,3.48,0.294556,30.57,14.36,1,1.63,0.001687,1.21,1.08,0.000934,0.125814,0.341261,0.306287,0.012004,0.058132,0.007392,0.003044,0.448375,0.857909,0.991655,0.000802,0.163681,0.012229,1.47,0.965704,0.026773,0.639132,0.092461,0.249879,5.13,0.004794,0.052713,0.221883,0.878838,0.388408,0.215228,0.113638,3.89,0.328539,4.71,0.029666,289.68,1.9,0.429029,0.631491,0.045555,0.05957,0.001902,0.118988,0.323614,24.17,0.121714,0.10738,1.45,0.188572,0.022412,0.000051,0.052408,2.3,5.98,0.08016,1.13,0.332504,0.700052,0.07717,2.08,3.95,11.26
"Jul 03, 2019",11961.27,0.408532,303.1,422.61,6.11,1.01,122.56,0.106724,0.033013,203.96,0.082998,32.67,0.406849,90,157.9,0.091866,17.97,7.87,660.62,1,106.32,1.95,1.24,0.003313,0.007738,1,1.43,26.65,5.2,0.01652,2.48,0.303922,3.53,0.310095,31.93,14.53,1,1.78,0.001856,1.3,1.14,0.000967,0.139334,0.358315,0.308815,0.012211,0.061413,0.00779,0.003097,0.461284,0.821003,1,0.000874,0.174156,0.012884,1.34,1.01,0.028588,0.645132,0.096091,0.256542,5.41,0.005003,0.054991,0.238845,1.01,0.4335,0.254411,0.117415,4.17,0.313356,4.93,0.028799,309.76,1.85,0.45011,0.630981,0.047551,0.053414,0.002033,0.119517,0.323614,25.16,0.127283,0.114416,1.56,0.196662,0.024563,0.000055,0.055236,2.45,6.11,0.083317,1.12,0.355629,0.738452,0.080071,2.1,4.33,12.38
"Jul 02, 2019",10801.68,0.400204,291.6,407.89,5.9,1,119.24,0.10339,0.031945,196.01,0.081077,32.01,0.400596,86.26,152.49,0.088875,17.86,7.7,605.19,1,101.89,1.83,1.01,0.003204,0.007611,1,1.4,26.17,5.23,0.016549,2.38,0.294295,3.65,0.320836,29.21,14.83,1,1.78,0.001831,1.26,1.1,0.000858,0.149021,0.347141,0.304757,0.011892,0.05894,0.007644,0.003025,0.45496,0.824438,1.01,0.000859,0.15446,0.012157,1.35,1.03,0.026848,0.63898,0.092985,0.253675,5.18,0.004494,0.054434,0.208086,0.959865,0.324261,0.231729,0.118733,4.1,0.293559,4.51,0.028131,287.61,1.76,0.436401,0.644464,0.045558,0.046326,0.001839,0.113669,0.323614,24.56,0.124655,0.107495,1.58,0.198498,0.023299,0.000046,0.052314,2.33,6.1,0.082295,1.13,0.340461,0.710809,0.079439,2.08,4.34,10.85
"Jul 01, 2019",10583.13,0.406862,293.64,416.65,6.02,0.996052,122.58,0.105284,0.032602,197.53,0.083822,32.92,0.405536,88.42,154.2,0.091462,16.87,7.76,620.09,1,103.56,1.88,0.919536,0.003238,0.008065,0.99997,1.42,26.03,4.91,0.01732,2.43,0.30804,3.59,0.32925,29.45,15.19,1,1.76,0.001867,1.32,1.12,0.000843,0.136427,0.354574,0.311827,0.012695,0.059038,0.008005,0.003123,0.464347,0.875046,0.99511,0.000866,0.157139,0.012428,1.39,1.02,0.027386,0.656411,0.093742,0.261457,5.67,0.004455,0.055894,0.209185,0.99635,0.423278,0.220774,0.111813,4.1,0.251717,4.45,0.03045,288.28,1.43,0.459818,0.629412,0.047214,0.048321,0.00187,0.118187,0.323614,25.77,0.134865,0.108982,1.62,0.205807,0.022675,0.000045,0.054457,2.4,6.2,0.084096,1.14,0.369368,0.714887,0.082065,2.1,4.45,11.27
"Jun 30, 2019",10817.16,0.396411,290.7,399.47,5.77,0.992487,122.25,0.104345,0.031939,194.2,0.082098,32.44,0.392131,87.74,156.47,0.090662,16.71,7.73,653.82,1,102.85,1.83,0.934126,0.003258,0.008119,1,1.42,26.17,4.92,0.016677,2.48,0.296446,3.45,0.29492,30.52,15.67,1,1.79,0.001925,1.23,1.12,0.000892,0.123037,0.356742,0.306197,0.01199,0.060391,0.00776,0.003156,0.467085,0.859568,0.987566,0.000842,0.157212,0.012666,1.36,0.961282,0.027028,0.609672,0.094205,0.24958,5.28,0.004428,0.053597,0.206959,1.01,0.389608,0.214537,0.111434,4.08,0.313119,4.6,0.035447,274.97,1.39,0.451973,0.621698,0.047102,0.04922,0.001895,0.113821,0.323614,25.93,0.1242,0.104775,1.6,0.202066,0.023097,0.000042,0.052215,2.46,5.84,0.084404,1.14,0.343969,0.714392,0.082283,2,4.68,11.35
"Jun 29, 2019",11959.37,0.429378,320.06,442.72,6.4,0.998604,133.66,0.114504,0.035359,214.36,0.090422,35.36,0.426207,99.96,169.99,0.098928,18.5,8.27,699.38,0.999632,114.22,1.97,1.03,0.003405,0.009144,0.999105,1.56,28.33,5.61,0.017761,2.85,0.318627,3.7,0.322548,35.07,16.87,1,1.91,0.001742,1.36,1.21,0.001006,0.113471,0.388447,0.334949,0.012579,0.067868,0.008439,0.003299,0.501462,0.919823,0.999455,0.000875,0.170984,0.013666,1.37,0.996735,0.029078,0.689819,0.100055,0.28749,5.63,0.004797,0.057723,0.224501,1.13,0.440252,0.238317,0.120318,4.26,0.278823,5.5,0.031522,288.42,1.51,0.474425,0.639569,0.050324,0.050319,0.002031,0.119991,0.323614,29.08,0.131736,0.109187,1.7,0.210243,0.026597,0.000046,0.059518,2.47,6.24,0.085378,1.16,0.375753,0.788253,0.085752,2.26,5.18,12.82
"Jun 28, 2019",12407.33,0.427315,311.23,436.8,6.26,1,120.15,0.11202,0.033943,211.31,0.089295,34.55,0.417678,101.64,170.43,0.097121,18.14,8.03,702.1,1,112.19,2.01,1.01,0.00349,0.008281,1,1.54,28.09,5.28,0.017017,2.68,0.31849,2.96,0.29228,33.83,17.07,1,1.92,0.001732,1.3,1.22,0.000982,0.099267,0.375553,0.320216,0.01272,0.069185,0.00821,0.003307,0.503827,0.889743,1.01,0.000888,0.168982,0.012962,1.32,1.03,0.02913,0.698299,0.097722,0.288333,5.6,0.004992,0.057522,0.202345,1.17,0.441809,0.242302,0.120861,3.85,0.271957,5.49,0.030328,285.26,1.51,0.457898,0.62551,0.046555,0.046704,0.002187,0.116991,0.323614,25.71,0.127085,0.106572,1.55,0.207753,0.025134,0.000043,0.053222,2.5,6.24,0.082329,1.17,0.363423,0.765735,0.085297,2.09,4.66,11.25
"Jun 27, 2019",11182.81,0.408754,294.27,413.27,5.9,0.985739,114.4,0.107494,0.032251,197.11,0.086449,33.82,0.398817,94.41,156.3,0.089159,16.91,7.65,652.28,1,104.79,1.84,0.978566,0.003329,0.007658,1,1.44,26.19,4.31,0.01638,2.39,0.314773,2.27,0.285733,30.97,16.81,1,1.87,0.001665,1.27,1.15,0.000928,0.106654,0.367355,0.30466,0.012298,0.063303,0.00784,0.003011,0.464931,0.844558,0.999359,0.000873,0.155933,0.01211,1.11,0.996864,0.027663,0.701332,0.087738,0.278021,5.51,0.004655,0.053956,0.1827,1.06,0.419494,0.209992,0.106121,3.76,1.56,4.26,0.024879,259.64,1.41,0.447286,0.609769,0.043682,0.045408,0.002057,0.115121,0.323614,26.3,0.125613,0.102175,1.45,0.198659,0.025021,0.000044,0.053946,2.5,5.67,0.081237,1.15,0.358906,0.727807,0.077752,1.88,3.99,11
"Jun 26, 2019",13016.23,0.467451,336.75,485.57,6.77,0.991819,131.27,0.122628,0.036482,219.3,0.09682,35.7,0.445464,103.92,174.9,0.099401,19.21,9.04,742.08,1,113.08,2.17,1.09,0.003379,0.008044,1,1.67,30.34,5.22,0.018798,2.78,0.324333,2.26,0.303751,34.9,17.76,1.01,2.03,0.001776,1.38,1.33,0.001035,0.107533,0.41621,0.348883,0.012906,0.070836,0.008715,0.003371,0.543322,0.963759,0.998283,0.000916,0.18813,0.013511,1.26,0.992243,0.031481,0.81531,0.099273,0.283178,5.64,0.005188,0.061637,0.232329,1.15,0.481021,0.225998,0.125251,3.72,0.305485,5.5,0.028849,281.68,1.54,0.483524,0.706925,0.049592,0.049772,0.002128,0.126598,0.323614,25.18,0.138243,0.116315,1.71,0.228916,0.027815,0.000042,0.058589,2.76,6.39,0.088794,1.16,0.387126,0.830291,0.090138,2.2,4.58,11.86
"Jun 25, 2019",11790.92,0.468229,318.13,479.81,7.2,0.999333,136.49,0.124491,0.038557,238.02,0.096357,36.01,0.449602,112.32,178.69,0.092342,19.49,9.25,758.58,1,105.28,2.31,1.1,0.003392,0.009274,1,1.78,31.39,5.32,0.020182,2.71,0.337501,2.19,0.315069,32.1,17.94,1,2.12,0.001828,1.43,1.34,0.001042,0.108261,0.423018,0.335658,0.014741,0.07011,0.009466,0.003383,0.571775,0.99445,1.01,0.000881,0.193863,0.014051,1.36,1.02,0.030786,0.899674,0.096394,0.312998,5.8,0.005544,0.064384,0.250838,1.25,0.320388,0.206904,0.124307,3.74,0.372557,6.24,0.031143,260.18,1.62,0.510052,0.731637,0.053321,0.052092,0.002396,0.137002,0.323614,27.7,0.140098,0.117279,1.7,0.24192,0.02591,0.00005,0.063247,2.88,7.59,0.091983,1.16,0.373747,0.799341,0.097976,2.38,4.65,12.86
"Jun 24, 2019",11011.1,0.470088,310.42,476.25,7.23,0.997842,135.53,0.127749,0.038375,234.98,0.097719,37.43,0.457455,117.42,175.88,0.091061,17.89,9.26,735.12,1,109.18,2.36,1.16,0.003368,0.007055,0.999614,1.61,30.37,4.15,0.020201,2.36,0.338159,1.86,0.322935,32.62,18.25,0.99987,2.1,0.00184,1.46,1.31,0.000999,0.106001,0.415305,0.345708,0.01391,0.072013,0.009249,0.00321,0.604599,0.972024,1.01,0.000899,0.188268,0.013108,1.41,1.01,0.029934,0.929646,0.09689,0.325101,6,0.005775,0.063202,0.250719,1.23,0.372574,0.203271,0.118512,3.74,0.370609,4.18,0.028437,242.06,1.52,0.530041,0.750841,0.052392,0.054048,0.002338,0.134519,0.323614,29.11,0.146511,0.117367,1.69,0.244361,0.018609,0.000044,0.064482,2.7,6.23,0.092433,1.16,0.37886,0.792559,0.09903,2.41,4.11,12.82
"Jun 23, 2019",10855.37,0.468291,307.83,475.02,7.25,0.996691,136.88,0.127378,0.037369,237.37,0.096644,37.13,0.44935,115.13,174.36,0.090809,16.77,9.28,734.85,1,109.73,2.35,1.19,0.003304,0.007185,0.999587,1.54,30.92,3.86,0.020131,2.25,0.342872,1.8,0.323773,34.47,18.25,1,2.08,0.001822,1.5,1.33,0.000985,0.108858,0.411277,0.339409,0.013984,0.064924,0.009464,0.003174,0.515746,0.962896,1.01,0.000921,0.192859,0.012163,1.36,0.991413,0.030041,0.906952,0.097987,0.285787,5.67,0.005947,0.061379,0.101574,1.21,0.372574,0.199661,0.118702,3.8,0.388183,3.72,0.026413,242.69,1.51,0.512886,0.729422,0.050065,0.053927,0.002384,0.133164,0.323614,29.22,0.142974,0.11732,1.73,0.229727,0.024577,0.000043,0.061906,2.66,6.22,0.093601,1.16,0.374631,0.785522,0.093798,2.67,4.06,12.92
"Jun 22, 2019",10701.69,0.474764,309.38,480.17,7.47,0.995817,141.9,0.12905,0.037327,238.34,0.094367,37.8,0.462388,114.71,176.17,0.091943,17.48,9.14,762.22,0.999975,112.94,2.4,1.23,0.003279,0.006969,0.998549,1.59,30.19,3.91,0.020473,2.26,0.347105,1.84,0.330638,30.85,18.49,0.999824,2.12,0.001838,1.57,1.33,0.001122,0.1079,0.403138,0.347227,0.014946,0.064173,0.009205,0.003204,0.520316,0.958612,0.995733,0.000888,0.192085,0.012176,1.36,1.01,0.030016,0.862096,0.099273,0.279177,5.74,0.005737,0.064557,0.238547,1.21,0.372574,0.20486,0.120089,3.69,0.449552,3.94,0.02727,236.6,1.56,0.518894,0.71848,0.047779,0.055394,0.00246,0.131584,0.323614,29.55,0.147686,0.11844,1.87,0.232434,0.025015,0.000026,0.063911,2.74,6.09,0.095123,1.14,0.396678,0.787396,0.096761,2.37,3.76,13.22
"Jun 21, 2019",10144.56,0.443188,294.91,439.45,7.09,1,138.88,0.124048,0.033345,222.3,0.089562,38.82,0.425861,109.23,167.89,0.088144,14.03,8.72,746.89,0.998051,109.88,2.35,1.17,0.003223,0.006801,0.998404,1.42,28.89,3.59,0.019898,2.06,0.334059,1.7,0.328388,29.88,18.19,0.998427,2.12,0.001689,1.44,1.3,0.000988,0.112598,0.387182,0.332737,0.013751,0.064836,0.008747,0.003078,0.511877,0.923691,1.01,0.000856,0.185401,0.011612,1.42,1.02,0.028931,0.889186,0.095949,0.280607,5.76,0.005521,0.060412,0.253649,1.53,0.372574,0.216745,0.116237,3.69,0.292483,3.21,0.028099,219.02,1.5,0.549461,0.730793,0.046863,0.055872,0.00234,0.12501,0.323614,31.37,0.147033,0.118349,1.87,0.233078,0.02487,0.000048,0.061349,2.86,6.09,0.094695,1.14,0.380916,0.768802,0.096918,2.25,3.66,12.67
"Jun 20, 2019",9527.16,0.429823,271.7,413.56,6.84,1,135.48,0.121507,0.032727,217.44,0.087385,36.73,0.417671,104.98,161.75,0.085954,13.55,8.5,717.53,0.997663,109.44,2.37,1.13,0.003161,0.006913,0.99806,1.4,28.08,3.5,0.021142,2.03,0.329777,1.77,0.330571,29.36,17.95,0.998252,2.03,0.001668,1.46,1.27,0.001016,0.108714,0.404194,0.341596,0.014339,0.062025,0.008919,0.003103,0.514728,0.944535,0.997614,0.000813,0.181394,0.011751,1.4,0.998652,0.028492,0.927806,0.09438,0.28851,5.62,0.005712,0.062906,0.269133,1.44,0.372574,0.186202,0.119463,3.69,0.271666,3.27,0.027076,211.02,1.61,0.527788,0.740014,0.04599,0.056884,0.002188,0.128296,0.323614,30.99,0.155208,0.119551,1.75,0.237256,0.021469,0.000048,0.062383,2.36,6.07,0.095289,1.14,0.396645,0.725835,0.102531,2.26,3.7,13.15
"Jun 19, 2019",9273.52,0.436817,269.43,416.91,6.87,1,136.6,0.124302,0.033309,224.39,0.089979,35.29,0.436742,100.41,162,0.087247,13.77,8.54,724.19,0.99891,110.9,2.43,1.2,0.00313,0.007307,0.999286,1.44,27.55,3.58,0.02219,2.1,0.340916,1.84,0.34027,28.46,18.31,0.999143,2.07,0.001754,1.56,1.29,0.001012,0.113096,0.41377,0.359583,0.015869,0.062043,0.009264,0.003142,0.530443,0.97889,0.997871,0.000869,0.191912,0.01211,1.51,1.04,0.028361,0.961558,0.096413,0.295608,6.07,0.006037,0.067304,0.216087,1.21,0.372574,0.176915,0.125867,3.63,0.305013,3.27,0.026331,215.14,1.8,0.561671,0.784718,0.049087,0.058251,0.00211,0.13476,0.323614,30.95,0.159697,0.127322,1.73,0.242919,0.022417,0.000043,0.064072,2.36,6.33,0.098509,1.12,0.42551,0.732863,0.106977,2.39,3.77,13.5
